userid,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level 
470796,34,4,2,4,2.0,3,0,3.0
470942,96,12,1,6,2.0,3,0,3.0
471277,30,4,2,4,1.0,3,0,2.0
472679,54,8,1,2,2.0,3,1,4.0
472768,45,5,2,5,2.0,3,0,3.0
472834,68,9,1,3,3.0,3,0,2.0
474079,20,3,2,3,2.0,3,0,3.0
474528,7,2,2,2,1.0,3,0,1.0
474747,44,5,2,5,2.0,3,0,2.0
475975,88,11,1,5,1.0,3,0,1.0
476947,5,2,2,2,2.0,3,1,2.0
477321,42,5,2,5,1.0,3,0,4.0
477335,80,10,1,4,2.0,3,0,2.0
478364,56,8,1,2,3.0,3,0,2.0
478542,5,2,2,2,2.0,3,1,2.0
479606,2,1,2,1,1.0,3,0,3.0
479959,33,4,2,4,2.0,3,0,2.0
482150,17,3,2,3,1.0,3,0,4.0
482207,46,5,2,5,3.0,3,0,1.0
484202,22,3,2,3,3.0,3,0,3.0
488104,64,9,1,3,1.0,3,0,2.0
488684,34,4,2,4,2.0,3,0,4.0
489160,56,8,1,2,2.0,3,0,2.0
489711,5,2,2,2,1.0,3,1,3.0
490206,19,3,2,3,2.0,3,0,2.0
490556,65,9,1,3,1.0,3,0,4.0
490575,5,2,2,2,2.0,3,1,2.0
491692,5,2,2,2,2.0,3,1,1.0
491989,7,2,2,2,2.0,3,0,2.0
492401,21,3,2,3,3.0,3,0,1.0
495993,19,3,2,3,2.0,3,0,2.0
496018,33,4,2,4,2.0,3,0,2.0
496580,80,10,1,4,2.0,3,0,2.0
500076,89,11,1,5,1.0,3,0,4.0
504668,78,10,1,4,1.0,3,0,4.0
504767,17,3,2,3,1.0,3,0,4.0
505834,43,5,2,5,2.0,3,0,1.0
506129,7,2,2,2,2.0,3,0,1.0
506695,6,2,2,2,1.0,2,0,4.0
506980,20,3,2,3,2.0,3,0,3.0
507473,81,10,1,4,3.0,3,0,3.0
509286,51,7,1,1,1.0,3,0,3.0
509662,20,3,2,3,2.0,3,0,3.0
510108,16,3,2,3,1.0,3,0,2.0
510285,8,2,2,2,2.0,3,0,3.0
510939,31,4,2,4,1.0,3,0,4.0
510965,92,11,1,5,2.0,3,0,3.0
511437,6,2,2,2,1.0,2,0,3.0
513220,44,5,2,5,2.0,3,0,2.0
514466,19,3,2,3,2.0,3,0,2.0
514516,15,3,2,3,1.0,3,0,1.0
514868,19,3,2,3,2.0,3,1,2.0
515546,7,2,2,2,2.0,3,0,2.0
516442,19,3,2,3,2.0,3,0,2.0
519023,20,3,2,3,2.0,3,0,3.0
519987,5,2,2,2,2.0,3,1,2.0
523497,91,11,1,5,2.0,3,0,2.0
523790,37,5,2,5,2.0,2,0,2.0
524350,2,1,2,1,2.0,3,0,3.0
524765,19,3,2,3,2.0,3,0,2.0
525239,8,2,2,2,1.0,3,0,3.0
525641,33,4,2,4,2.0,3,0,2.0
526212,21,3,2,3,2.0,3,0,2.0
528799,37,5,2,5,1.0,2,0,2.0
530625,80,10,1,4,2.0,3,0,2.0
531523,67,9,1,3,2.0,3,0,3.0
532276,20,3,2,3,2.0,3,0,4.0
533567,49,6,2,6,2.0,3,0,1.0
535885,81,10,1,4,2.0,3,0,4.0
538701,2,1,2,1,1.0,3,0,4.0
538834,34,4,2,4,2.0,3,0,3.0
539226,57,8,1,2,1.0,3,0,4.0
542611,26,4,2,4,1.0,2,0,2.0
544274,20,3,2,3,2.0,3,0,3.0
544633,18,3,2,3,1.0,3,0,1.0
545920,17,3,2,3,1.0,3,0,4.0
546154,7,2,2,2,1.0,3,0,2.0
546850,42,5,2,5,1.0,3,0,3.0
548159,44,5,2,5,2.0,3,0,2.0
548374,49,6,2,6,2.0,3,0,4.0
548897,15,3,2,3,1.0,3,0,1.0
549010,33,4,2,4,2.0,3,0,2.0
549531,66,9,1,3,2.0,3,0,2.0
552161,45,5,2,5,2.0,3,0,4.0
553733,19,3,2,3,2.0,3,0,2.0
557243,7,2,2,2,2.0,3,0,1.0
557921,20,3,2,3,2.0,3,0,3.0
558277,26,4,2,4,2.0,2,0,2.0
558800,7,2,2,2,2.0,3,0,2.0
561044,15,3,2,3,1.0,3,0,1.0
562180,91,11,1,5,2.0,3,0,2.0
562653,2,1,2,1,1.0,3,0,2.0
564031,81,10,1,4,2.0,3,0,3.0
564827,85,11,1,5,2.0,2,0,3.0
565532,33,4,2,4,2.0,3,0,2.0
566814,8,2,2,2,2.0,3,0,3.0
567244,66,9,1,3,2.0,3,0,2.0
569160,17,3,2,3,1.0,3,0,3.0
570206,20,3,2,3,2.0,3,0,4.0
573078,44,5,2,5,2.0,3,0,2.0
573248,80,10,1,4,2.0,3,0,2.0
573646,45,5,2,5,2.0,3,0,3.0
574446,54,8,1,2,1.0,3,1,2.0
574722,11,3,2,3,2.0,2,0,2.0
575329,7,2,2,2,1.0,3,0,2.0
577811,34,4,2,4,2.0,3,0,4.0
578147,8,2,2,2,1.0,3,0,3.0
578449,81,10,1,4,2.0,3,0,4.0
578497,35,4,2,4,3.0,3,0,2.0
579454,2,1,2,1,1.0,3,0,3.0
582175,91,11,1,5,2.0,3,0,2.0
582200,45,5,2,5,3.0,3,0,3.0
582821,18,3,2,3,1.0,3,0,1.0
585947,7,2,2,2,1.0,3,0,2.0
587577,7,2,2,2,2.0,3,0,2.0
590283,31,4,2,4,1.0,3,0,3.0
590993,64,9,1,3,1.0,3,0,2.0
592223,33,4,2,4,2.0,3,0,2.0
594303,31,4,2,4,1.0,3,0,4.0
595991,5,2,2,2,2.0,3,1,3.0
596365,17,3,2,3,1.0,3,0,4.0
597168,34,4,2,4,3.0,3,0,4.0
597198,80,10,1,4,2.0,3,0,2.0
597741,44,5,2,5,2.0,3,0,2.0
598603,34,4,2,4,2.0,3,0,4.0
601183,55,8,1,2,2.0,1,0,1.0
603108,41,5,2,5,1.0,3,0,2.0
605085,55,8,1,2,2.0,2,0,3.0
607083,42,5,2,5,1.0,3,0,4.0
607501,44,5,2,5,2.0,3,0,2.0
608055,8,2,2,2,2.0,3,0,4.0
608249,44,5,2,5,2.0,3,0,2.0
610631,92,11,1,5,2.0,3,0,3.0
610844,66,9,1,3,2.0,3,0,2.0
614215,66,9,1,3,2.0,3,0,2.0
614273,56,8,1,2,2.0,3,0,2.0
615285,54,8,1,2,1.0,3,1,2.0
615357,7,2,2,2,2.0,3,0,2.0
615828,44,5,2,5,2.0,3,0,2.0
617887,7,2,2,2,1.0,3,0,2.0
618014,19,3,2,3,2.0,3,0,2.0
618396,56,8,1,2,3.0,3,0,2.0
620313,61,9,1,3,2.0,2,0,4.0
621758,44,5,2,5,2.0,3,0,2.0
624292,19,3,2,3,2.0,3,0,2.0
625226,73,10,1,4,2.0,2,0,2.0
625637,81,10,1,4,2.0,3,0,3.0
626045,19,3,2,3,2.0,3,0,2.0
628256,49,6,2,6,2.0,3,0,3.0
628703,20,3,2,3,2.0,3,0,4.0
629235,5,2,2,2,2.0,3,1,4.0
629458,44,5,2,5,2.0,3,0,2.0
630450,82,10,1,4,3.0,3,0,1.0
632153,67,9,1,3,2.0,3,0,4.0
632917,66,9,1,3,2.0,3,0,2.0
634356,66,9,1,3,2.0,3,0,2.0
634467,65,9,1,3,1.0,3,0,4.0
634935,8,2,2,2,1.0,3,0,3.0
637790,88,11,1,5,1.0,3,0,2.0
639506,51,7,1,1,1.0,3,0,3.0
640315,18,3,2,3,2.0,3,0,1.0
640475,34,4,2,4,2.0,3,0,3.0
640746,7,2,2,2,1.0,3,0,2.0
642255,56,8,1,2,2.0,3,0,1.0
642700,91,11,1,5,2.0,3,0,2.0
642982,20,3,2,3,2.0,3,0,4.0
645488,19,3,2,3,2.0,3,0,2.0
645546,8,2,2,2,2.0,3,0,3.0
648105,51,7,1,1,2.0,3,0,2.0
648187,19,3,2,3,2.0,3,0,2.0
648326,5,2,2,2,2.0,3,1,2.0
648617,8,2,2,2,1.0,3,0,3.0
649928,2,1,2,1,2.0,3,0,3.0
650590,65,9,1,3,1.0,3,0,3.0
651787,66,9,1,3,2.0,3,0,2.0
652150,19,3,2,3,2.0,3,0,2.0
653430,88,11,1,5,1.0,3,0,1.0
653809,45,5,2,5,2.0,3,0,3.0
654104,19,3,2,3,2.0,3,0,2.0
655660,60,9,1,3,2.0,2,0,2.0
656125,74,10,1,4,1.0,2,0,4.0
656579,5,2,2,2,1.0,3,1,3.0
657653,90,11,1,5,2.0,3,0,1.0
657812,66,9,1,3,2.0,3,0,2.0
658755,42,5,2,5,1.0,3,0,3.0
658875,7,2,2,2,1.0,3,0,2.0
660701,92,11,1,5,2.0,3,0,4.0
660716,33,4,2,4,2.0,3,0,2.0
661465,44,5,2,5,2.0,3,0,2.0
661811,34,4,2,4,2.0,3,0,3.0
663745,7,2,2,2,2.0,3,0,2.0
664269,17,3,2,3,1.0,3,1,4.0
665255,41,5,2,5,1.0,3,0,2.0
665311,41,5,2,5,1.0,3,0,2.0
667461,57,8,1,2,1.0,3,0,4.0
668911,7,2,2,2,1.0,3,0,2.0
669174,45,5,2,5,2.0,3,0,3.0
670968,34,4,2,4,2.0,3,0,3.0
671454,8,2,2,2,1.0,3,0,3.0
672436,30,4,2,4,1.0,3,0,2.0
678043,91,11,1,5,2.0,3,0,2.0
678434,7,2,2,2,1.0,3,0,2.0
680356,26,4,2,4,2.0,2,0,2.0
681437,82,10,1,4,3.0,3,0,2.0
682625,56,8,1,2,2.0,3,0,2.0
684878,78,10,1,4,1.0,3,0,3.0
684891,57,8,1,2,2.0,3,0,4.0
685401,57,8,1,2,2.0,3,0,4.0
688380,50,7,1,1,2.0,2,0,2.0
689022,19,3,2,3,2.0,3,0,2.0
689050,82,10,1,4,3.0,3,0,1.0
690779,5,2,2,2,1.0,3,1,4.0
697724,46,5,2,5,3.0,3,0,2.0
700845,34,4,2,4,2.0,3,0,4.0
703247,84,11,1,5,2.0,2,0,2.0
706005,33,4,2,4,2.0,3,0,2.0
706021,56,8,1,2,2.0,3,0,2.0
707870,34,4,2,4,2.0,3,0,4.0
708734,68,9,1,3,3.0,3,1,2.0
709026,19,3,2,3,2.0,3,0,2.0
709267,33,4,2,4,2.0,3,0,2.0
709501,54,8,1,2,2.0,3,1,2.0
709848,92,11,1,5,2.0,3,0,4.0
713330,7,2,2,2,1.0,3,0,2.0
713741,20,3,2,3,2.0,3,0,3.0
713842,7,2,2,2,1.0,3,0,2.0
715445,18,3,2,3,2.0,3,0,1.0
715598,34,4,2,4,2.0,3,0,4.0
715818,19,3,2,3,2.0,3,0,2.0
720833,15,3,2,3,1.0,3,0,1.0
721115,7,2,2,2,1.0,3,0,2.0
722075,92,11,1,5,2.0,3,0,3.0
722228,19,3,2,3,2.0,3,0,2.0
723747,30,4,2,4,1.0,3,0,2.0
724135,37,5,2,5,2.0,2,0,2.0
724446,7,2,2,2,2.0,3,0,1.0
724507,19,3,2,3,2.0,3,0,2.0
724764,5,2,2,2,2.0,3,1,1.0
725528,93,11,1,5,3.0,3,0,1.0
726151,32,4,2,4,2.0,3,0,1.0
727079,21,3,2,3,3.0,3,0,1.0
727806,17,3,2,3,1.0,3,0,3.0
728653,45,5,2,5,2.0,3,0,3.0
729412,91,11,1,5,2.0,3,0,2.0
730824,7,2,2,2,1.0,3,0,1.0
732285,7,2,2,2,2.0,3,0,2.0
732987,19,3,2,3,2.0,3,0,2.0
733347,81,10,1,4,2.0,3,0,4.0
733539,33,4,2,4,2.0,3,0,2.0
733568,34,4,2,4,2.0,3,0,3.0
734530,34,4,2,4,3.0,3,0,4.0
739967,30,4,2,4,1.0,3,0,1.0
740736,66,9,1,3,2.0,3,0,2.0
741164,42,5,2,5,1.0,3,0,3.0
742518,21,3,2,3,3.0,3,0,2.0
745917,80,10,1,4,2.0,3,0,2.0
746081,19,3,2,3,1.0,3,0,2.0
747484,74,10,1,4,2.0,2,0,4.0
747877,30,4,2,4,1.0,3,0,2.0
747932,19,3,2,3,2.0,3,0,2.0
747938,19,3,2,3,2.0,3,0,2.0
747960,33,4,2,4,2.0,3,0,2.0
748784,33,4,2,4,2.0,3,0,2.0
748813,41,5,2,5,1.0,3,0,2.0
749485,19,3,2,3,2.0,3,0,2.0
750181,93,11,1,5,3.0,3,0,2.0
751591,91,11,1,5,2.0,3,0,2.0
751724,8,2,2,2,2.0,3,0,4.0
755209,57,8,1,2,2.0,3,0,3.0
755679,7,2,2,2,1.0,3,0,1.0
756603,18,3,2,3,2.0,3,0,1.0
756895,45,5,2,5,2.0,3,0,3.0
758007,66,9,1,3,2.0,3,0,1.0
761249,44,5,2,5,2.0,3,0,2.0
761342,81,10,1,4,2.0,3,0,3.0
761464,2,1,2,1,1.0,3,1,3.0
762389,7,2,2,2,2.0,3,0,2.0
764088,45,5,2,5,2.0,3,0,4.0
766012,20,3,2,3,2.0,3,0,3.0
768014,8,2,2,2,2.0,3,0,3.0
768653,56,8,1,2,2.0,3,0,1.0
769259,36,5,2,5,1.0,1,0,3.0
770217,93,11,1,5,3.0,3,0,2.0
770584,17,3,2,3,1.0,3,0,4.0
770883,44,5,2,5,2.0,3,0,2.0
773217,49,6,2,6,2.0,3,0,1.0
774519,27,4,2,4,2.0,2,0,3.0
776627,33,4,2,4,2.0,3,0,2.0
777355,7,2,2,2,1.0,3,0,2.0
778574,17,3,2,3,1.0,3,0,3.0
780412,67,9,1,3,2.0,3,0,4.0
781151,41,5,2,5,1.0,3,0,2.0
782547,12,3,2,3,1.0,2,0,3.0
783101,80,10,1,4,2.0,3,0,2.0
785055,41,5,2,5,1.0,3,0,1.0
785122,82,10,1,4,3.0,3,0,2.0
785342,57,8,1,2,1.0,3,0,3.0
786073,35,4,2,4,3.0,3,0,1.0
786254,21,3,2,3,3.0,3,0,2.0
787075,80,10,1,4,2.0,3,0,2.0
790016,16,3,2,3,1.0,3,0,2.0
792089,18,3,2,3,2.0,3,0,1.0
792752,77,10,1,4,1.0,3,0,2.0
793075,7,2,2,2,1.0,3,0,2.0
793156,19,3,2,3,2.0,3,0,2.0
793191,67,9,1,3,2.0,3,0,4.0
794382,66,9,1,3,2.0,3,0,2.0
794484,34,4,2,4,2.0,3,0,3.0
795742,80,10,1,4,2.0,3,0,2.0
796075,19,3,2,3,2.0,3,0,2.0
796532,43,5,2,5,2.0,3,0,1.0
797784,81,10,1,4,2.0,3,0,4.0
798584,66,9,1,3,2.0,3,0,2.0
800059,56,8,1,2,2.0,3,0,1.0
800469,20,3,2,3,2.0,3,0,4.0
801542,18,3,2,3,2.0,3,0,1.0
801638,78,10,1,4,1.0,3,0,4.0
802981,79,10,1,4,2.0,3,0,1.0
803060,69,9,1,3,3.0,3,0,4.0
803114,4,2,2,2,1.0,2,1,2.0
803590,66,9,1,3,2.0,3,0,1.0
804258,46,5,2,5,3.0,3,0,1.0
804928,32,4,2,4,2.0,3,0,1.0
806072,27,4,2,4,2.0,2,0,4.0
807359,20,3,2,3,2.0,3,0,4.0
807499,20,3,2,3,2.0,3,0,3.0
808279,56,8,1,2,1.0,3,0,2.0
809244,20,3,2,3,2.0,3,0,3.0
810553,8,2,2,2,1.0,3,0,3.0
812534,44,5,2,5,2.0,3,0,2.0
813034,91,11,1,5,2.0,3,0,2.0
814149,54,8,1,2,2.0,3,1,3.0
814426,45,5,2,5,2.0,3,0,3.0
814607,8,2,2,2,2.0,3,0,3.0
816174,44,5,2,5,2.0,3,0,2.0
818239,22,3,2,3,3.0,3,0,3.0
818413,8,2,2,2,1.0,3,0,4.0
819363,17,3,2,3,1.0,3,0,3.0
821393,66,9,1,3,2.0,3,0,2.0
822897,18,3,2,3,2.0,3,0,1.0
823694,65,9,1,3,1.0,3,0,4.0
824185,34,4,2,4,2.0,3,0,3.0
824417,20,3,2,3,2.0,3,0,4.0
825402,19,3,2,3,2.0,3,0,2.0
825523,8,2,2,2,2.0,3,0,3.0
830725,54,8,1,2,1.0,3,1,2.0
831580,2,1,2,1,2.0,3,0,3.0
831695,7,2,2,2,2.0,3,0,1.0
833153,41,5,2,5,1.0,3,0,2.0
833725,60,9,1,3,2.0,2,0,1.0
834590,34,4,2,4,2.0,3,0,4.0
835209,20,3,2,3,2.0,3,0,3.0
836255,89,11,1,5,1.0,3,0,4.0
838449,80,10,1,4,2.0,3,0,2.0
839830,8,2,2,2,2.0,3,0,3.0
840517,2,1,2,1,1.0,3,0,2.0
840622,96,12,1,6,1.0,3,0,3.0
841642,80,10,1,4,2.0,3,0,2.0
841856,8,2,2,2,1.0,3,0,3.0
843366,65,9,1,3,1.0,3,0,4.0
844140,73,10,1,4,1.0,2,0,2.0
845809,44,5,2,5,2.0,3,0,2.0
846083,31,4,2,4,1.0,3,0,3.0
847295,43,5,2,5,2.0,3,0,1.0
847419,20,3,2,3,2.0,3,0,3.0
847486,42,5,2,5,1.0,3,0,4.0
848953,7,2,2,2,2.0,3,0,2.0
849517,46,5,2,5,3.0,3,0,2.0
849612,32,4,2,4,2.0,3,0,1.0
849677,16,3,2,3,1.0,3,0,2.0
849812,91,11,1,5,2.0,3,0,2.0
851706,45,5,2,5,2.0,3,0,3.0
853922,33,4,2,4,2.0,3,0,2.0
857595,44,5,2,5,2.0,3,0,2.0
859378,34,4,2,4,3.0,3,0,3.0
859483,46,5,2,5,3.0,3,0,2.0
859651,32,4,2,4,2.0,3,0,1.0
860470,8,2,2,2,1.0,3,0,3.0
860620,22,3,2,3,3.0,3,0,4.0
861001,34,4,2,4,2.0,3,0,3.0
861045,19,3,2,3,2.0,3,0,2.0
862480,49,6,2,6,2.0,3,0,1.0
865222,56,8,1,2,2.0,3,0,2.0
865651,44,5,2,5,2.0,3,0,2.0
867858,2,1,2,1,1.0,3,0,3.0
868602,17,3,2,3,1.0,3,0,4.0
869534,7,2,2,2,1.0,3,0,2.0
871373,44,5,2,5,2.0,3,0,2.0
871570,74,10,1,4,1.0,2,0,3.0
873663,7,2,2,2,2.0,3,0,2.0
873760,8,2,2,2,1.0,3,0,3.0
874798,12,3,2,3,2.0,2,0,3.0
874815,33,4,2,4,2.0,3,0,2.0
875373,16,3,2,3,1.0,3,0,2.0
875492,7,2,2,2,1.0,3,0,2.0
876012,17,3,2,3,1.0,3,0,4.0
876939,56,8,1,2,1.0,3,0,2.0
878060,8,2,2,2,2.0,3,0,3.0
881785,43,5,2,5,2.0,3,0,1.0
881799,8,2,2,2,1.0,3,0,4.0
883010,16,3,2,3,1.0,3,0,2.0
887458,66,9,1,3,2.0,3,0,2.0
888084,19,3,2,3,2.0,3,0,2.0
888182,66,9,1,3,2.0,3,0,2.0
889428,54,8,1,2,2.0,3,1,2.0
889479,77,10,1,4,1.0,3,0,2.0
889487,32,4,2,4,2.0,3,0,1.0
889586,42,5,2,5,1.0,3,0,4.0
891890,31,4,2,4,1.0,3,0,3.0
894191,22,3,2,3,2.0,3,0,3.0
894325,45,5,2,5,3.0,3,0,3.0
894866,32,4,2,4,2.0,3,0,1.0
895729,33,4,2,4,2.0,3,0,2.0
896103,33,4,2,4,2.0,3,0,2.0
901650,33,4,2,4,2.0,3,0,2.0
902129,80,10,1,4,2.0,3,0,2.0
902715,19,3,2,3,2.0,3,0,2.0
904138,34,4,2,4,2.0,3,0,3.0
904701,8,2,2,2,1.0,3,0,3.0
905957,30,4,2,4,1.0,3,0,2.0
906512,2,1,2,1,1.0,3,0,3.0
906568,34,4,2,4,2.0,3,0,4.0
907225,68,9,1,3,3.0,3,0,2.0
909522,35,4,2,4,2.0,3,0,2.0
909608,7,2,2,2,2.0,3,0,2.0
909942,31,4,2,4,1.0,3,0,3.0
911007,34,4,2,4,2.0,3,0,3.0
912256,30,4,2,4,1.0,3,0,2.0
912951,8,2,2,2,1.0,3,0,3.0
913144,7,2,2,2,1.0,3,0,2.0
913228,2,1,2,1,1.0,3,0,3.0
913335,35,4,2,4,3.0,3,0,2.0
914060,7,2,2,2,2.0,3,0,2.0
915209,34,4,2,4,2.0,3,0,4.0
915620,92,11,1,5,2.0,3,0,4.0
915705,11,3,2,3,1.0,2,0,2.0
917140,81,10,1,4,2.0,3,0,3.0
918544,20,3,2,3,2.0,3,0,3.0
919024,16,3,2,3,1.0,3,0,2.0
919269,66,9,1,3,1.0,3,0,1.0
920851,42,5,2,5,1.0,3,0,4.0
961247,33,4,2,4,2.0,3,0,2.0
962153,35,4,2,4,3.0,3,0,2.0
962445,91,11,1,5,2.0,3,0,2.0
962934,5,2,2,2,2.0,3,1,2.0
963801,20,3,2,3,2.0,3,0,3.0
965037,43,5,2,5,2.0,3,0,1.0
965040,44,5,2,5,2.0,3,0,2.0
965295,19,3,2,3,2.0,3,0,2.0
965929,92,11,1,5,2.0,3,0,4.0
966168,34,4,2,4,2.0,3,0,3.0
966585,7,2,2,2,2.0,3,0,2.0
968807,34,4,2,4,2.0,3,0,3.0
968995,21,3,2,3,3.0,3,0,2.0
971488,46,5,2,5,3.0,3,0,1.0
972091,19,3,2,3,2.0,3,0,2.0
972513,5,2,2,2,1.0,3,1,2.0
973561,16,3,2,3,1.0,3,0,2.0
977851,20,3,2,3,2.0,3,0,3.0
978764,69,9,1,3,3.0,3,0,3.0
979984,35,4,2,4,3.0,3,0,2.0
980083,42,5,2,5,1.0,3,0,4.0
983432,66,9,1,3,2.0,3,0,2.0
984867,7,2,2,2,1.0,3,0,2.0
985612,88,11,1,5,1.0,3,0,1.0
986014,20,3,2,3,2.0,3,0,3.0
987277,17,3,2,3,1.0,3,0,3.0
987327,7,2,2,2,2.0,3,0,1.0
989569,7,2,2,2,1.0,3,0,2.0
991654,30,4,2,4,1.0,3,0,2.0
992671,7,2,2,2,1.0,3,0,2.0
993199,56,8,1,2,1.0,3,0,1.0
993804,19,3,2,3,2.0,3,0,2.0
995197,19,3,2,3,2.0,3,0,2.0
996957,80,10,1,4,2.0,3,0,2.0
997098,8,2,2,2,1.0,3,0,4.0
997849,17,3,2,3,1.0,3,0,4.0
999747,91,11,1,5,2.0,3,0,2.0
1000001,5,2,2,2,1.0,3,1,1.0
1000134,20,3,2,3,2.0,3,0,3.0
1000971,8,2,2,2,2.0,3,0,3.0
1001378,67,9,1,3,2.0,3,0,3.0
1004946,45,5,2,5,2.0,3,0,3.0
1005055,78,10,1,4,1.0,3,0,4.0
1007434,5,2,2,2,2.0,3,1,3.0
1008629,19,3,2,3,2.0,3,0,2.0
1008849,17,3,2,3,1.0,3,0,4.0
1009444,2,1,2,1,1.0,3,0,2.0
1010181,45,5,2,5,2.0,3,0,3.0
1010776,8,2,2,2,2.0,3,0,4.0
1013994,96,12,1,6,1.0,3,0,2.0
1014646,81,10,1,4,3.0,3,0,4.0
1016482,19,3,2,3,2.0,3,0,2.0
1016753,5,2,2,2,2.0,3,1,2.0
1016837,19,3,2,3,2.0,3,0,2.0
1016994,44,5,2,5,2.0,3,0,2.0
1017298,8,2,2,2,1.0,3,0,3.0
1017388,34,4,2,4,2.0,3,0,4.0
1018591,8,2,2,2,1.0,3,0,3.0
1019505,64,9,1,3,1.0,3,0,2.0
1020154,7,2,2,2,1.0,3,0,2.0
1020472,64,9,1,3,1.0,3,1,2.0
1020860,81,10,1,4,2.0,3,0,4.0
1020914,44,5,2,5,2.0,3,0,2.0
1020941,93,11,1,5,3.0,3,0,2.0
1021329,57,8,1,2,2.0,3,0,4.0
1022990,92,11,1,5,3.0,3,0,3.0
1023160,19,3,2,3,2.0,3,0,2.0
1024180,33,4,2,4,2.0,3,0,2.0
1024422,18,3,2,3,2.0,3,0,1.0
1026914,4,2,2,2,2.0,2,1,2.0
1026981,34,4,2,4,2.0,3,0,4.0
1027700,7,2,2,2,1.0,3,0,2.0
1027928,18,3,2,3,2.0,3,0,1.0
1030276,34,4,2,4,2.0,3,0,4.0
1032499,92,11,1,5,3.0,3,0,3.0
1033423,15,3,2,3,1.0,3,0,1.0
1034982,90,11,1,5,2.0,3,0,1.0
1035127,41,5,2,5,1.0,3,0,2.0
1037440,81,10,1,4,2.0,3,0,4.0
1037649,80,10,1,4,2.0,3,0,2.0
1037809,17,3,2,3,1.0,3,1,3.0
1038611,5,2,2,2,1.0,3,1,3.0
1042002,91,11,1,5,2.0,3,0,2.0
1043211,19,3,2,3,2.0,3,0,2.0
1044532,66,9,1,3,2.0,3,0,2.0
1044618,19,3,2,3,2.0,3,0,2.0
1044708,33,4,2,4,2.0,3,0,2.0
1045381,20,3,2,3,2.0,3,0,4.0
1046619,12,3,2,3,2.0,2,0,3.0
1048261,32,4,2,4,2.0,3,0,1.0
1049055,16,3,2,3,1.0,3,0,2.0
1049255,35,4,2,4,3.0,3,0,1.0
1049317,8,2,2,2,1.0,3,0,3.0
1049343,54,8,1,2,1.0,3,1,3.0
1052585,34,4,2,4,2.0,3,0,3.0
1054249,96,12,1,6,2.0,3,0,3.0
1054766,34,4,2,4,2.0,3,0,4.0
1054906,33,4,2,4,2.0,3,0,2.0
1055699,19,3,2,3,2.0,3,0,2.0
1056119,19,3,2,3,2.0,3,0,2.0
1056150,20,3,2,3,2.0,3,0,3.0
1056313,65,9,1,3,1.0,3,0,4.0
1057176,57,8,1,2,1.0,3,0,4.0
1057739,66,9,1,3,2.0,3,0,2.0
1057821,66,9,1,3,2.0,3,0,2.0
1058096,88,11,1,5,1.0,3,0,2.0
1058562,33,4,2,4,2.0,3,0,2.0
1059154,66,9,1,3,2.0,3,1,2.0
1059900,92,11,1,5,2.0,3,0,4.0
1061575,35,4,2,4,3.0,3,0,2.0
1062840,33,4,2,4,2.0,3,0,2.0
1063983,41,5,2,5,1.0,3,0,1.0
1064060,65,9,1,3,1.0,3,0,4.0
1065811,19,3,2,3,2.0,3,0,2.0
1067102,46,5,2,5,3.0,3,0,2.0
1067111,82,10,1,4,3.0,3,0,2.0
1067182,57,8,1,2,2.0,3,0,4.0
1068097,45,5,2,5,2.0,3,0,4.0
1071881,67,9,1,3,2.0,3,0,4.0
1072941,77,10,1,4,1.0,3,0,2.0
1073932,64,9,1,3,1.0,3,0,2.0
1076010,8,2,2,2,1.0,3,0,3.0
1078955,34,4,2,4,2.0,3,0,3.0
1079581,7,2,2,2,2.0,3,0,1.0
1079776,16,3,2,3,1.0,3,0,2.0
1080455,74,10,1,4,2.0,2,0,3.0
1080701,7,2,2,2,1.0,3,0,2.0
1082693,45,5,2,5,2.0,3,0,4.0
1084022,34,4,2,4,2.0,3,0,3.0
1085270,7,2,2,2,1.0,3,0,2.0
1087485,19,3,2,3,2.0,3,0,2.0
1088074,33,4,2,4,2.0,3,0,2.0
1088120,33,4,2,4,2.0,3,0,2.0
1088857,7,2,2,2,2.0,3,0,1.0
1089334,65,9,1,3,1.0,3,0,4.0
1089691,7,2,2,2,3.0,3,0,2.0
1090573,45,5,2,5,2.0,3,0,4.0
1091140,57,8,1,2,1.0,3,0,3.0
1091782,60,9,1,3,1.0,2,0,2.0
1092033,69,9,1,3,3.0,3,0,4.0
1095774,5,2,2,2,1.0,3,1,3.0
1096762,15,3,2,3,1.0,3,0,1.0
1099097,67,9,1,3,2.0,3,0,4.0
1099499,7,2,2,2,2.0,3,0,2.0
1099705,33,4,2,4,2.0,3,0,2.0
1100315,7,2,2,2,1.0,3,0,2.0
1105517,44,5,2,5,2.0,3,0,2.0
1108297,12,3,2,3,1.0,2,0,4.0
1109538,43,5,2,5,2.0,3,0,1.0
1110132,66,9,1,3,2.0,3,0,2.0
1110543,79,10,1,4,2.0,3,0,1.0
1110559,2,1,2,1,2.0,3,0,2.0
1110615,7,2,2,2,2.0,3,0,2.0
1111056,56,8,1,2,2.0,3,0,2.0
1111151,44,5,2,5,2.0,3,0,2.0
1111256,56,8,1,2,2.0,3,0,2.0
1112443,36,5,2,5,2.0,1,0,4.0
1116491,44,5,2,5,2.0,3,0,2.0
1117430,44,5,2,5,2.0,3,0,2.0
1122901,19,3,2,3,2.0,3,0,2.0
